engine_load,fuel_blend_percentage,nanoparticle_concentration,injection_pressure,engine_speed,BTE
50,9.800768478074106,21.411236094488405,180,1500,23.61905955776741
25,4.40658615703814,17.23032414994283,240,1000,23.235382531891
50,18.527685033354004,27.17643997572263,200,2500,22.61690352955277
25,54.12701109416781,32.97304174318896,200,1000,26.191749437583788
50,64.5572181427428,34.863884121828235,200,1000,29.513400312225286
100,4.55851579486688,68.07411525225996,240,2500,23.85670697998888
100,94.59708898455992,14.948368806059314,180,1000,33.42746773871098
75,84.2165376650381,17.272815391482773,220,2000,32.004420362707684
100,29.661248215709318,26.98355453313404,180,2000,28.160227156064096
75,7.718753022646796,88.48567622632798,240,2000,21.48870008699789
100,16.98870732190573,66.57444334569095,240,1500,26.403676764476167
25,12.694441375497266,75.733269326916,180,2500,20.792280181404863
100,12.328377929894684,43.33259400018933,240,2000,24.699018106773718
75,51.85616886657339,29.18983141630008,180,1000,26.818524405238808
75,24.58474424934003,13.416522486662153,180,2000,25.287102312178277
50,35.81397165291445,53.9682057974703,200,1000,24.39514104047074
25,98.95053333843224,61.68528678045816,240,2500,28.71632996209635
100,68.43142489253448,90.73025149399406,240,2000,30.502186353546577
50,94.89806670470014,89.38836808740946,200,2500,30.34909841702449
100,14.25565550331156,48.22166426250295,200,2000,26.44190629070189
100,38.21394748325693,48.12201361031159,200,1000,28.57376366217471
50,55.47318032823543,24.50106070442503,220,1000,26.91711923171668
50,7.675806188873802,33.17040890583318,240,1500,22.290109150644103
50,0.4187443627957865,93.30972186888025,180,1500,19.93024572911801
50,67.04343337969175,22.69324098416819,180,1500,27.153974446239577
50,64.18195168014353,97.18295920692864,180,2000,27.35819212044788
100,41.07888099996118,55.42646951936768,240,2500,28.165166660706337
50,48.96440760320326,51.0946097290148,220,2000,25.766287407151417
25,41.54430005920896,25.717454261771906,240,1000,25.695435600165933
75,2.4005044844888856,69.53871254342327,240,2500,22.25961362802761
50,33.537160621746246,51.38609665260231,240,1000,26.058744011952204
50,17.708225539728982,43.35967611218991,240,1500,23.249061803242743
100,9.842418910136876,33.80645967267628,240,1000,24.013376205777465
50,95.67204338893498,15.983812271338476,220,2000,33.27006113180823
50,59.935972504216565,56.73953048959862,200,1000,27.72423375433952
50,72.86562842366027,38.1617499752773,180,1000,28.076653227126087
100,31.53637432661175,73.70786827024949,240,1000,26.277184308552297
50,39.31471294940152,75.11701210742372,240,2500,24.0995957683312
75,23.692399389672342,39.88963103840168,240,1000,26.31266950104277
100,9.696567096542474,70.22086152100849,180,1000,22.48305750306605
75,17.90316374415838,33.280771625154486,220,1500,25.1529969880015
100,79.75140452964858,75.44563536179376,180,1500,29.74825657914391
50,67.75458051837758,11.44694309906998,220,2000,27.1611804043826
75,54.69288759854769,23.64478902867815,200,1500,29.15694271002
100,47.508987286676806,32.05077957166925,240,1000,27.899383102149443
25,92.24342836561244,79.56419382878558,220,1500,29.580323505146097
50,7.273494777866841,15.973862777596768,180,2500,23.87201317143209
100,28.0600813237916,26.925142934397787,220,2000,26.820427256740405
25,34.9937853570714,42.27616949546746,220,1500,24.392443243327552
100,78.24258122127878,10.82574947376198,200,2000,34.08133572549253
25,99.25146201619714,78.59088778369677,240,2000,28.644949773484267
50,24.067051475715303,60.409463470492106,240,2000,24.56015957487332
75,87.43073341370805,91.06114483180156,180,2500,29.893890825267047
25,83.06227604317912,12.792792929045088,180,1000,29.3037876915289
100,22.46573976417666,34.42516153896882,200,2500,25.93549587584084
50,39.933258019922256,75.8126491693032,220,2000,24.391480325734317
25,40.96728692925191,70.76344775040769,220,1500,23.57184917812831
100,97.82206685265584,31.87516965442371,180,1500,33.54554737183794
100,18.089190137889837,63.61189614712559,240,2500,25.40534713617117
100,79.91579711047821,81.43818877969784,220,1500,32.53144162788545
25,33.419271417310995,13.004263300115326,200,2000,22.954448411473123
25,73.08703457761604,74.58655571824734,180,2000,27.495545074731247
25,42.001100429566286,32.6887358602578,220,1000,23.717942109806646
75,57.835976311654,95.30661596807192,240,2000,26.610175590272277
25,83.26117733261312,58.43981992249975,240,1500,26.552117055304088
25,80.41655649838842,13.0047564368153,200,1000,30.10804667201122
25,86.64231835397001,46.308755690429976,200,1500,28.74673987260776
75,5.961732534465902,96.96806723975372,180,2500,21.507791225316858
25,69.20505530397449,75.73356939197922,180,1000,26.78560323677051
100,13.998737672176286,37.0431103317816,240,2000,25.310033313018685
25,41.5818568018411,61.774056488247965,240,1000,25.274041587029696
100,54.858841505468845,63.91912200576366,220,2000,28.189669132672023
100,40.273948474683074,12.10133447048892,220,2000,28.64399217043092
100,51.961167580300746,26.09500251242998,220,1500,30.524654620626407
75,99.65263087986192,59.6599244481005,200,2000,31.456635345953583
75,13.521731371285473,46.247730264162016,200,2000,23.715948061452117
75,67.54560453364256,27.10340330681447,220,2000,28.684886612719797
25,39.60009663856152,79.5401861377753,240,1500,22.75084796781593
100,13.300979890732878,54.00953926108864,180,2000,23.6956524996087
75,15.873676337430954,37.89758281301643,200,2500,23.51877836507628
75,94.92731062456168,24.550961177417136,200,1500,31.4420843653546
25,87.9601496711762,65.00470265124677,220,2500,28.078046405305003
75,90.7041960415022,69.96351723952338,180,1000,32.393239822254344
25,99.15327758273864,70.26374949193857,200,1500,30.040019905560108
50,20.831539000851794,29.82586242598325,180,2500,25.283773904776996
75,35.543933736406174,63.58045665001169,200,1500,25.645484830838697
50,66.92190299248666,91.48658183725848,180,2000,26.465411526790263
25,48.38025398606472,41.78688406866888,180,1500,25.12503964072682
100,41.83895333783335,28.969023937765968,200,1000,27.996990147926432
75,35.781124933559305,79.49345644186857,180,2500,26.14891703189416
25,59.37806319434522,25.919464614350623,240,1500,25.16489994150998
100,57.5593428640082,32.83738483554028,200,2000,30.026840191441487
100,16.14578340642401,19.05799548807662,200,2500,27.73717386899863
50,47.17398375184391,34.10868844672024,240,2500,25.614061630695343
25,55.347177620984986,46.930155959348056,180,2500,25.405004990983297
100,57.02869387313905,15.7742075748692,240,1000,28.66019613274174
75,21.01071929123518,88.45380198075705,200,2000,25.191388370407484
75,74.22713922522868,56.23073129950171,240,2000,29.94988167311759
50,2.5199094821069634,62.92932686996774,180,2500,20.97334469841915
100,35.483185554316265,43.415718079010894,240,1500,27.727426795047258
25,78.02126485356335,70.28517065985207,200,2500,27.575397922166943
75,56.38929210554024,48.86035622659277,180,2000,27.71092285963314
100,26.116243251086026,78.51823970853205,200,1000,24.636660649860232
100,69.49531193430477,83.92619291638665,200,1000,30.42491819492476
50,56.73909441560734,70.46642006978705,220,2500,26.779412045013423
75,79.62436094563871,54.22020572568075,200,1000,30.240297691284077
75,73.50251861898234,80.4042415542005,200,1000,29.186613703184925
25,61.01079220362347,54.48567802643642,180,1500,27.34198981294707
75,48.8177675310814,20.03589139326119,180,1000,28.521767654715084
25,13.31821256675234,20.47062009196956,180,1500,20.846433130558488
75,26.133301788538372,95.3724825669701,240,2500,25.745251409622483
50,41.90994729170853,29.22067076120885,240,2000,26.787329656693625
75,59.92992870063887,83.43324919197786,180,2000,28.683567298384197
25,51.37078552153048,32.20348665475257,240,1500,24.94976416492033
25,28.818452595952948,48.77020844711348,220,2000,24.010250087605915
50,0.6464357789710551,68.94533008883297,240,2500,21.366270126932047
75,49.623922190081394,24.298045560631373,220,2000,27.06479661198697
75,28.56259885622431,76.35218395274897,180,1000,25.367028340653683
50,73.46083007105351,72.09216753008845,180,2500,29.35611064136012
75,2.394626527048349,58.87746001952046,240,2500,23.380080574821392
75,58.482781130579085,60.93007804381892,180,2000,26.57974644281246
25,94.14742375060654,19.51946141694313,180,2000,30.673876595312585
75,17.440926711149952,49.235423539161005,200,1500,24.14558218329114
75,47.16494907505954,17.791425582186214,180,1000,26.22567087987124
50,9.142199181713815,37.70769619301596,200,2000,23.30939701816452
50,62.56819122613526,91.028092698157,180,2000,27.619276391833463
100,55.05316805962256,61.708006049931285,220,1500,29.23989921804747
25,40.73655242128324,76.84330943374134,220,2000,22.76702849865429
75,52.13770214737412,61.64972806383031,180,1000,29.124478568678285
75,89.65746584690102,27.481308220598414,220,1000,32.71376203711576
100,19.629430231106703,63.53274842019023,220,2500,26.296436062039213
75,2.2564511705347234,77.98492695749724,220,2500,23.337454216509684
25,86.16648846991009,22.45645025803248,240,1000,30.629943674963325
100,57.71170823879065,83.52160390851263,220,1500,29.423608763762044
25,89.06584554618424,59.98529610804663,200,2500,27.818477113756217
100,59.69452234131726,10.384768195190317,240,1000,30.07573874434956
100,81.01610899597024,56.780063770417925,200,1000,31.446452041027158
50,42.9673363355148,45.610434292314665,200,2500,27.100308885563543
25,74.98599312882688,36.68018601609888,200,1000,28.229945191714364
75,91.3041466889856,79.41314979260876,240,1000,30.60784084471273
75,57.21229637222063,90.95498952929658,180,1000,27.452978415986514
25,18.078515056237958,78.63877804105992,220,1000,22.80783917176748
75,26.879761503019814,86.2095323431786,220,2500,25.328219249583185
75,19.86445768974058,91.7902848890056,180,1500,24.943367032604343
25,24.68570275957329,92.136638023883,180,1000,20.760204245374464
100,30.64154493510364,20.31743286970817,200,2000,27.44841298073538
25,55.51337867531885,51.07469399984453,240,1500,25.13882903059096
100,58.79916294638328,10.025782695361926,200,2000,32.18125644192303
75,42.64997472418612,55.58163262333053,220,2000,26.765577841279168
75,61.54207798208354,93.18195409094118,180,1000,27.466682825120603
75,8.157492561136593,27.919206135835605,220,2500,22.001149733791618
50,8.778823705815997,67.58079658899217,180,2000,23.436956869941422
100,17.182946035765845,67.99411417761043,240,2000,26.81769536543657
50,51.80774980403447,24.431858621899565,200,2000,25.13957519726207
50,21.399467869831355,31.467469538571432,220,1000,24.22312541124249
25,28.328440349257733,51.5819605564217,240,1000,23.99776785112739
50,40.03128361729941,26.93884388089109,220,2500,26.441416038560835
25,81.18661240103798,62.64945806720581,180,1000,27.679635247289443
25,1.3862135912860118,53.60875579200422,220,1500,19.370279174431293
50,64.93788202366224,56.72783606611358,240,2500,29.027377247693355
100,66.88765310406853,22.10207975384997,240,1000,32.01741026534213
100,79.86557803566366,56.55266428947791,200,1000,32.49339887794693
100,93.27529390603132,14.453037194872538,220,2000,35.20986001654968
100,2.0137848949289827,89.33817682105135,180,1000,25.60079849636867
100,15.378370551321618,40.89247217250332,220,2000,25.394161579206315
50,88.6171294055993,87.07035923521367,200,1000,29.29643954202632
50,45.851856218701535,73.14907318703595,180,1000,25.2177515178306
75,56.459063893346354,78.95553303674629,180,1000,26.89410632221977
100,66.30272037231474,38.30900450850305,200,1000,32.05849437546351
50,67.90666044956374,30.49695458506497,180,1000,30.02498339057071
75,93.17404033165082,46.60664984570034,240,2500,33.20070273905739
100,99.69494174116696,12.18032761715194,240,1000,36.39279600997722
25,72.01574609309402,92.68801091815143,180,1000,26.699193049999103
75,28.72212092051508,44.83128393695121,220,2000,26.10115859971152
50,87.97524022943436,98.97009443592086,180,1500,29.970558406779244
25,4.922091454076161,78.53044787266715,220,1500,19.75165044599417
25,23.10808528744962,17.246350881937943,200,2500,22.14584789861775
25,89.73857174637149,69.41694500583183,240,1000,28.980599629859903
75,25.619151443935493,34.37552483541596,240,1500,25.157831565016
50,22.065105962174847,31.93467810232421,200,2000,26.236868556736283
25,13.812529314024724,33.09064029128916,200,2000,20.479967048055528
100,85.91117576469165,92.44675438235352,240,2500,31.68317997374869
25,50.00582591910867,54.99821584642374,200,2000,25.4399659473701
25,67.48932030541548,70.25238089304452,180,1500,25.76394137245393
75,23.906638407502967,35.28530432197306,180,1500,24.97582303200169
75,75.80404210112165,57.06590096666064,220,1500,30.249532963186557
50,76.00055449620984,41.50901243900708,220,1000,28.1100263926682
100,31.25980249083001,38.90251363567607,220,2000,27.755983326668687
75,41.06826330102828,32.2271963173191,180,2000,28.789919277516105
25,20.969027743020085,46.81062086440605,240,1000,22.031841596872823
50,97.65610233229044,69.40270995670207,220,1500,31.64561840740378
25,64.56025770584117,29.98393984603981,180,2000,28.814222588570388
25,93.45438807155156,96.8899588189615,240,1500,29.66437514048248
75,30.33855436291332,21.21505088173,200,1000,25.63251084334809
50,78.18909129968897,53.21864869492927,180,1500,27.7168887208194
100,76.5858643884742,17.65253947198145,200,2500,31.99446607568448
100,69.16556518665415,12.039878896210896,220,1000,31.73480806980365
75,96.56389752668004,93.0409587728527,240,1500,29.475895319426037
75,39.355533610631554,82.93463145555707,180,1000,26.0548663253747
50,13.07173235897573,72.47398358130025,220,2000,21.531191583735986
100,67.17088592440608,87.86717318349503,220,2500,29.840749856851428
100,72.93098004772062,82.25635806727557,240,1000,30.33628103511899
100,57.506057345881466,68.25139488877531,200,1500,29.17881556748032
25,20.681789313339628,86.26080931915322,220,2000,22.34462928833764
100,50.445594166935535,45.17204981140947,240,1500,28.14179970378042
25,31.21897365691294,59.74766499116135,240,1500,21.347358117006223
50,42.746652816668906,79.86795876807811,180,1000,26.006985966636982
25,64.52185758446639,17.631821462171196,220,1000,27.996464440179867
50,74.52147426908346,87.27809204462355,200,1500,28.744672152841567
100,23.22246909013431,24.11474101269445,200,1000,25.954516798809625
100,40.532536064695336,87.80871276077852,220,1500,27.9079697684121
50,26.91615709916292,38.01995844696343,200,1000,23.151019293051604
75,19.86316138618691,39.41045613722966,240,2500,24.64675921248722
50,78.33872199958384,16.655382088273115,240,1000,31.51797091806521
75,90.92526944369924,89.73096615061746,220,1500,31.64553076576462
25,37.02321856845767,25.705936215178266,200,2000,24.36526424136277
25,75.12789243737669,66.70449118333138,240,1000,27.284687263274343
25,89.69952893644111,67.957083932817,220,2500,27.75915174497953
100,84.61242105302316,35.30363530731813,240,2500,34.37535515109421
25,18.28133885392259,98.7094861711124,220,2500,22.11475258773885
75,95.62918815133614,15.774959629997642,180,2500,33.79547320198589
25,37.66764404294625,64.70848098923665,180,1500,23.629793581809945
50,33.92406611738363,53.15895347114702,220,2500,24.4649200451957
50,6.2431327277780335,32.09356964325472,180,2000,21.723038268722046
100,48.6173654104883,24.71965401906518,180,1000,30.798526201243508
50,10.90136156409287,76.33759223430877,200,2500,20.2503727291836
75,24.8539820927426,92.46833870330678,180,1000,24.952636642687796
25,31.694262176728135,19.679163575925017,200,1500,22.44983891923565
100,80.8826323491684,27.45821908954049,180,1000,32.33635587888087
25,87.54886503958966,98.76427725660088,180,1500,28.00467012274884
25,30.246631746146967,11.352040681408717,240,1500,22.767768113821656
75,85.86981212445738,55.742677268763096,220,1000,30.36751343819354
50,85.72309373697911,56.45015650736329,180,2500,30.67212739346124
50,76.46509503848735,33.68453726311965,220,2000,30.951410875503484
25,14.669511401518154,69.67259923992947,220,1000,21.63598876472418
100,69.0322846900729,95.04468157843122,240,2000,29.314978010302983
50,94.50240645805688,50.51925378609194,220,1000,29.972039265272784
100,68.2540478767157,77.44775548610714,220,2000,29.535912262375884
50,33.16168491078339,68.14632333443123,180,1000,24.4310990017106
100,50.05793174308313,52.56476771875434,240,2000,29.212414510401956
75,64.57250433510536,14.48310698228842,220,2000,31.145452561806685
100,51.05704087285036,76.75748244615477,180,1000,28.4973875508709
75,11.995294173096982,42.69263024093166,240,1000,23.433025884750684
75,31.206404465202063,30.204521956217885,180,1500,25.139183233730392
100,80.23960305536325,95.34417848093534,240,2000,30.908125016912468
75,86.14180460955174,79.61524925924458,240,1000,29.123310255460947
25,13.730003271557024,96.60418135092428,200,2500,20.086520485165483
75,95.23867523987246,33.05952389490311,200,2500,31.3527565052122
50,32.88226178486093,85.22139948200986,200,1500,23.82440957014354
100,66.231373873072,64.69492638357723,220,2500,30.78521503265716
25,75.18251459566811,98.33533203728976,180,1000,27.18182662362352
100,81.19462346378835,95.16852510522916,240,2000,31.900067687596025
50,94.574970222593,97.5671240448432,180,1000,29.081423054105503
50,31.29195480288226,95.65908565059478,220,2500,25.133718388877508
50,85.85064545515544,10.689478020139507,200,2500,31.53735917679324
75,13.168690343620703,76.69768691356205,200,1000,24.162369385637
75,70.50409063535928,34.47411050886776,180,1500,31.236958313505188
100,74.19777295139859,73.45243859972753,180,1000,31.127260283954094
100,67.77232412013204,98.25500811285178,240,1500,29.6964429424861
25,25.2314736135153,13.542345162888294,180,2500,24.850710866220016
25,87.30431470152034,61.028904919541546,240,2000,27.924155864337028
100,16.8858463370395,76.14578423050924,240,2000,24.95409934896792
75,5.363479152083084,32.80229039933262,200,1000,24.78744334716164
50,71.74649906119122,30.26097433604282,180,1500,28.86071241132327
100,47.54757152327337,15.43109548616929,200,2500,28.85866489163719
25,84.90980199586761,18.45278714512681,240,2000,28.4275293361212
75,38.3397141058259,69.10749197635255,200,1000,26.439973464912843
100,16.827858850771282,55.46895571287558,200,1000,25.144593832415527
100,83.64421924698698,12.706500473375131,240,2500,33.599294217717016
75,54.89096316400717,97.26955828774892,220,2500,28.93549318547634
100,18.91957923903549,69.04412825399245,220,1000,26.583876041127496
75,72.03839985864458,56.392171211440754,180,1000,27.502086435003505
50,51.111363848950056,34.5451812963781,200,1000,27.637416024006452
75,60.431298224031984,69.2288996326753,180,1500,29.19599835510161
75,46.089833820658185,42.77510765944415,200,2500,27.20533114397475
75,82.87089838180064,73.22447463962405,180,1000,31.816766147660942
100,82.95627156830498,71.43147282760877,180,2500,32.16186157641244
100,70.93888218243862,18.34694156117164,240,1000,29.78337058271439
75,10.540137739646228,91.83346374798926,220,1000,23.109063227367155
100,83.88538619040689,53.82768264415132,220,1000,32.04047331111162
25,67.10129805329098,45.365044506989854,220,2500,26.42412755271568
25,69.70241660042996,95.99159292659007,240,1000,26.66323869326118
100,36.298284040387166,49.438835300009046,220,1000,28.291725657971543
100,87.92795561570067,74.9098825212758,240,2500,32.96382514095426
75,72.53716002348575,68.96228295248525,200,1000,30.32403589697264
50,11.259046652919446,24.862608827475096,240,2000,21.97301550777141
100,40.77780344061627,99.20284963688232,180,2000,26.032237769120403
25,88.63803619601417,51.7243890061798,180,1000,29.348800632999065
75,4.719670169737899,45.530431517557766,200,1500,24.389451699934423
100,96.14166196420496,92.76521434779072,200,2500,33.112398556714666
25,67.91625683195628,57.63145029193991,180,1000,24.78313683022324
25,63.13759776433766,73.45692657363811,220,2500,26.64171789326277
50,27.05592564879914,86.16214425358098,220,1500,21.92484688654332
75,24.879178873917706,31.19449561520665,220,1500,26.299604909430883
75,94.20582194885957,25.251992667507658,200,2500,32.10785667250026
50,29.827245423412275,16.165612503190538,180,1500,25.461905003477764
50,77.55052967189994,90.74199693214588,240,1500,30.54386026566969
75,39.31217982070792,28.033038526883384,200,2500,26.767450302978716
75,13.925407078470398,37.69786396579545,180,1500,23.633919372324
100,1.071529769535895,35.7226233471056,220,2000,23.95853949912083
100,54.42573370152508,37.41291887701554,220,1000,28.191749591556864
50,97.57788185489326,70.12550141458466,220,2000,29.85122790457532
100,36.91361938092045,95.87022028664845,180,2000,27.83931565403706
25,35.719233399304485,39.65080923617863,220,1000,22.055771307237208
100,34.40916178494421,46.68824391928271,180,2000,26.879621416921797
100,52.054383730485846,79.40322856977501,200,1000,28.857000198068707
25,44.06648834242935,48.91041497689173,240,1000,24.26887636684842
50,87.99146267270145,93.34384911334428,220,2500,30.781981766034736
25,50.55207917234903,55.28962456706949,200,1000,25.03261642071393
100,50.77578381885688,41.29613701872539,200,1000,28.91273700933491
50,13.83715947205566,97.44152353608426,180,1500,22.084110545212337
100,98.2739540910386,48.320368845776194,200,1500,34.13270882315605
25,24.99728908688297,30.805738406923837,180,2000,23.133656156454077
25,7.336406745960266,25.993073331057964,180,1000,21.3921632989492
100,66.31462489752089,99.56631932454933,200,1000,27.686182368605184
75,59.53663701568727,77.76889238159643,180,2500,27.01815363803315
75,41.514565399274574,46.77938177096627,180,1000,27.54294955987688
25,42.2192233880678,84.37270085669711,180,2500,24.79229922594764
25,78.50639210464311,59.21255165630365,200,1000,29.193752492891917
75,19.571264009964903,38.56506162699452,240,1500,23.49217465920457
75,82.02533189448897,76.90472278623635,180,1500,29.57702561285099
100,64.87471138950181,77.13052649948366,220,1500,31.441180855152613
100,41.89697737795244,55.01523062657215,200,2000,27.70845702159898
75,45.80286165838686,14.064250631994677,200,1000,28.66671294470069
100,25.66472071860958,16.932023791630087,180,1500,30.595270281096283
100,75.21143326969748,80.98745311011442,200,2500,31.95120270616725
50,51.287474230526776,84.1128738389392,220,1500,25.730149840355864
100,32.08545427498436,71.04607737194641,240,1000,26.646786118653228
25,59.60501157609502,85.51617178759147,200,1500,26.026788617580003
100,99.5734452051323,74.75387233218508,200,1000,31.54165308064721
100,43.52622796565539,90.72411584580244,200,1000,27.979267469956568
75,92.06914007786196,23.535844535195228,180,1500,32.209475363067945
25,34.50168399245661,44.89673754941861,220,2500,23.724800466326844
100,5.4732706924985886,51.76997145017373,240,2000,24.617720146628223
100,20.424210636842886,36.78974152823922,220,1000,27.87234094752373
50,41.86951433276842,75.28298033344997,220,2000,25.437755038214817
100,21.963492859456903,92.11949314202262,200,1500,25.588659571934155
100,0.0227038218255537,47.12339793423487,240,1000,24.77486636261648
50,91.50015377475272,94.738776813817,220,1000,29.828066062628
75,84.3879411230929,56.509201642965095,240,1500,31.72027193681708
100,74.22922314869471,57.026406413444604,180,2000,31.169108601592747
50,16.781459564602862,64.0197586609981,200,2500,24.061084400347124
25,12.036357620998606,34.14979586073928,180,1500,23.049032998971544
75,6.760474947238315,44.50244672215333,240,1500,24.20857114161288
25,72.40291887729212,59.79137075969452,200,2500,25.001582707215533
25,92.88079606878853,94.77845970159356,180,2500,28.81777997713028
50,43.053582091303696,67.84233206096965,200,2500,23.52437674132104
100,11.914067199604816,39.980490209983856,180,2500,25.773306680862383
50,51.23928207321066,10.942171598485238,220,1500,29.00841744404592
50,34.88319074586301,98.34990849369152,200,2500,25.163798827718576
50,37.48249243499977,54.36861020365559,240,2000,24.89215797992141
50,62.13306241557073,94.4645642497694,200,2500,26.66386958367276
75,71.87181132622024,59.44107104515476,240,1000,27.90965681375736
100,11.060359887316086,64.491837420006,180,1000,24.829564863857744
25,3.5590230806476386,74.07210303135749,180,2500,19.919740543210917
25,99.43303026857149,38.8878160297965,240,1500,29.159390940951905
100,23.272834891555185,72.90855646075312,180,1500,24.887894761327047
25,5.383052490845907,57.41127188662453,200,2000,19.44190259727601
100,18.987532909592,70.5231954624256,180,1500,27.636081793959637
25,3.895784634846422,85.2249934818856,240,2000,20.054468517999304
50,39.18108946171717,26.580621724478554,240,2000,26.64051313357188
25,80.24017844513243,65.21958193021837,220,2000,28.885586514953275
100,34.124444975772064,14.690019574885293,240,2500,29.730686140292704
100,44.418340687836654,19.19035800541332,180,1500,30.638489063772315
100,67.55867735674389,70.71348121620284,240,1000,31.28569543447224
100,50.889407006988016,16.38438866274875,180,2000,28.23978610279012
100,86.14456860213242,63.58220018325765,180,1000,33.295701967825366
75,86.60356750457565,29.80113387862469,220,2000,31.414750077400218
75,0.9910695491153644,37.36763456605732,180,1500,21.838583916615505
25,77.80463064831991,21.667285193268377,240,2500,28.224996341432284
100,46.073360024167386,32.380073755555536,240,2000,29.112897109669905
25,98.88405413036632,83.91626063373951,240,2000,26.89494267131997
100,48.32320758754352,67.49905650458749,180,1000,28.88292644357336
100,98.68959453882977,95.47838152415692,240,2500,34.09621466236439
75,75.45693612057366,14.387036981837976,200,1500,31.094691032313595
75,24.860488461330636,81.31707974656618,200,2000,23.527474281966256
50,53.83949792869577,72.91694649514821,240,1500,27.035552299583017
75,99.21356394785828,33.480307467778246,180,2500,32.974770426342324
